StockCode,Description,Transactions,Unique_Prices,Min_Price,Max_Price,Avg_Price,Total_Quantity,Total_Revenue,Price_Range,Price_Variation_%
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1492,6,1.65,2.08,1.9571782841823058,29447,53168.340000000004,0.43000000000000016,21.97040522446073
21181,PLEASE ONE PERSON METAL SIGN,1467,8,1.49,2.4,2.0740081799591,22724,45035.100000000006,0.9099999999999999,43.87639396957177
21212,PACK OF 72 RETROSPOT CAKE CASES,1450,4,0.4,1.25,0.5449034482758621,46107,22214.26,0.85,155.99093797066232
22077,6 RIBBONS RUSTIC CHARM,1437,4,1.45,3.29,1.7160960334029225,16284,27457.34,1.84,107.22010681135268
21175,GIN + TONIC DIET METAL SIGN,1430,10,1.4,2.67,2.2566783216783217,19958,41373.380000000005,1.27,56.27740506034924
22114,HOT WATER BOTTLE TEA AND SYMPATHY,1384,8,3.45,8.29,4.018526011560694,9325,36269.270000000004,4.839999999999999,120.44217173351741
22666,RECIPE BOX PANTRY YELLOW DESIGN,1344,6,1.96,5.79,2.952433035714286,9807,27804.370000000003,3.83,129.72351798229366
85152,HAND OVER THE CHOCOLATE   SIGN ,1341,10,1.4,5.0,2.0815212527964206,16404,31138.050000000003,3.6,172.95043205365204
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1330,3,2.55,5.79,2.920526315789474,17294,47240.020000000004,3.24,110.93890791133538
84836,ZINC METAL HEART DECORATION,1317,3,1.06,2.46,1.2495823842065301,19715,23815.18,1.4,112.03743088047638
20972,PINK CREAM FELT CRAFT TRINKET BOX ,1281,4,0.89,2.46,1.2565105386416862,20301,24108.77,1.5699999999999998,124.94921066855534
21166,COOK WITH WINE METAL SIGN ,1270,13,1.4,2.41,1.977267716535433,19833,37387.49,1.0100000000000002,51.080589216806786
84992,72 SWEETHEART FAIRY CAKE CASES,1270,4,0.4,1.25,0.5468110236220473,34541,16475.22,0.85,155.4467564259486
22149,FELTCRAFT 6 FLOWER FRIENDS,1265,4,1.66,4.13,2.0936679841897234,12373,24656.19,2.4699999999999998,117.97477052962253
21929,JUMBO BAG PINK VINTAGE PAISLEY,1257,8,1.33,4.13,1.974256165473349,24431,43883.88,2.8,141.82556696378202
21231,SWEETHEART CERAMIC TRINKET BOX,1244,3,1.06,2.46,1.2470096463022509,18775,22152.0,1.4,112.26857820638439
22551,PLASTERS IN TIN SPACEBOY,1230,3,1.45,3.29,1.6504878048780487,14951,23736.149999999998,1.84,111.48219299541896
22727,ALARM CLOCK BAKELIKE RED ,1226,4,2.99,7.46,3.760783034257749,8856,31993.09,4.47,118.85822604712494
21213,PACK OF 72 SKULL CAKE CASES,1214,4,0.38,0.55,0.5394233937397035,38927,18517.13,0.17000000000000004,31.515133005527908
21975,PACK OF 60 DINOSAUR CAKE CASES,1205,4,0.4,1.25,0.5484232365145228,31105,14941.21,0.85,154.98978588181888
21212,PACK OF 72 RETRO SPOT CAKE CASES,1204,4,0.38,0.55,0.5366777408637874,45156,21853.079999999998,0.17000000000000004,31.676364987000134
22865,HAND WARMER OWL DESIGN,1201,4,1.79,4.13,2.1021065778517904,14623,29433.430000000004,2.34,111.31690584362855
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1194,3,2.55,5.79,2.9330150753768844,14855,40883.57000000001,3.24,110.46653074511283
84970S,HANGING HEART ZINC T-LIGHT HOLDER,1171,4,0.64,2.08,0.8481810418445773,25767,20113.02,1.44,169.77507500855802
22556,PLASTERS IN TIN CIRCUS PARADE ,1168,3,1.45,3.29,1.6515068493150684,13317,21288.41,1.84,111.41340411413405
22139,RETROSPOT TEA SET CERAMIC 11 PC ,1167,3,4.25,10.79,4.974061696658098,5791,27806.93,6.539999999999999,131.48208443803583
22554,PLASTERS IN TIN WOODLAND ANIMALS,1166,3,1.45,3.29,1.6483533447684389,13071,20879.23,1.84,111.62655178513828
22629,SPACEBOY LUNCH BOX ,1160,3,1.65,4.13,1.9302931034482758,20661,36862.29,2.48,128.47789776432023
22189,CREAM HEART CARD HOLDER,1159,7,2.3,8.29,3.874987057808456,18113,52627.29,5.989999999999999,154.58116145006466
22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1159,6,3.39,10.79,4.953615185504745,7020,33347.8,7.399999999999999,149.3858469598902
21621,VINTAGE UNION JACK BUNTING,1158,6,6.98,16.63,8.499455958549223,6542,54815.12,9.649999999999999,113.53667866580912
22384,LUNCH BAG PINK POLKADOT,1150,3,1.45,4.13,1.6510782608695653,11621,18565.05,2.6799999999999997,162.3181688909487
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1140,3,0.55,1.24,0.6431052631578947,39643,23848.11,0.69,107.29192241590964
22147,FELTCRAFT BUTTERFLY HEARTS,1127,4,1.18,3.29,1.4480212954747116,12930,17689.3,2.1100000000000003,145.7160890239718
84978,HANGING HEART JAR T-LIGHT HOLDER,1124,3,1.06,2.46,1.2279982206405693,19216,22321.06,1.4,114.00667985249262
82483,WOOD 2 DRAWER CABINET WHITE FINISH,1116,5,4.95,14.13,6.170931899641578,4998,29150.02,9.18,148.761972248198
22726,ALARM CLOCK BAKELIKE GREEN,1114,3,3.39,7.46,3.7794254937163374,6980,25900.21,4.07,107.68832476699887
22624,IVORY KITCHEN SCALES,1111,3,7.65,16.63,8.528037803780379,3014,24946.68,8.979999999999999,105.29972083401495
21791,VINTAGE HEADS AND TAILS CARD GAME ,1107,3,1.06,2.46,1.2546431797651312,17143,20204.53,1.4,111.5855107315914
22699,ROSES REGENCY TEACUP AND SAUCER ,1104,4,2.4,5.79,2.915407608695652,12164,33096.0,3.39,116.27876629973808
21731,RED TOADSTOOL LED NIGHT LIGHT,1099,5,1.25,3.29,1.648707916287534,27867,42913.71,2.04,123.73325680351893
20719,WOODLAND CHARLOTTE BAG,1098,3,0.72,1.63,0.8415938069216757,19288,15235.59,0.9099999999999999,108.12817210817363
22386,JUMBO BAG PINK POLKADOT,1098,7,1.65,4.13,2.0017850637522767,23934,43967.14,2.48,123.88942473930373
22866,HAND WARMER SCOTTY DOG DESIGN,1093,3,1.79,2.1,2.09028362305581,12554,25251.36,0.31000000000000005,14.83052331179859
20725,LUNCH BAG RED SPOTTY,1085,3,1.19,1.65,1.631511520737327,17514,27331.3,0.45999999999999996,28.19471356182105
82484,WOOD BLACK BOARD ANT WHITE FINISH,1075,11,4.17,16.63,6.941813953488372,10893,60513.09,12.459999999999999,179.4919898960797
22557,PLASTERS IN TIN VINTAGE PAISLEY ,1070,3,1.45,3.29,1.6606542056074765,10067,16010.59,1.84,110.7997073555068
82486,WOOD S/3 CABINET ANT WHITE FINISH,1068,4,6.95,8.95,8.009550561797754,4072,31557.8,1.9999999999999991,24.970190082064935
22558,CLOTHES PEGS RETROSPOT PACK 24 ,1064,7,1.0,3.29,1.4590037593984961,13869,19029.01,2.29,156.95641531068424
22585,PACK OF 6 BIRDY GIFT TAGS,1062,3,1.06,2.46,1.2481826741996234,17551,20854.88,1.4,112.16306947200071
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1061,3,2.55,5.79,2.9461922714420363,7986,22435.18,3.24,109.97245602080672
20971,PINK BLUE FELT CRAFT TRINKET BOX,1055,3,1.06,2.46,1.253611374407583,20859,23975.69,1.4,111.6773530123397
84029E,RED WOOLLY HOTTIE WHITE HEART.,1055,6,2.95,8.29,3.772900473933649,10299,35261.07,5.339999999999999,141.5356709484701
22630,DOLLY GIRL LUNCH BOX,1051,3,1.65,4.13,1.9439676498572787,17623,31443.489999999998,2.48,127.57413942470059
22867,HAND WARMER BIRD DESIGN,1048,3,1.85,4.13,2.0989503816793897,12458,25071.13,2.28,108.62572168932122
22379,RECYCLING BAG RETROSPOT ,1048,5,1.66,4.13,2.093587786259542,14507,28377.08,2.4699999999999998,117.97928972507839
21930,JUMBO STORAGE BAG SKULLS,1041,8,1.3,2.08,1.9753121998078773,12544,23232.89,0.78,39.487428877109366
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1036,3,2.55,5.79,2.9210810810810814,14024,37966.840000000004,3.24,110.9178386380459
21843,RED RETROSPOT CAKE STAND,1024,4,4.0,10.95,10.870537109374999,4435,44314.89,6.949999999999999,63.93428337599033
20723,STRAWBERRY CHARLOTTE BAG,1017,3,0.72,1.63,0.8501278269419862,14654,11750.0,0.9099999999999999,107.04272594785907
23298,SPOTTY BUNTING,1017,3,4.15,5.14,4.9179351032448375,7639,35539.25,0.9899999999999993,20.130399836850238
22113,GREY HEART HOT WATER BOTTLE,1003,7,2.95,7.46,3.863320039880359,5909,22032.62,4.51,116.73896942122526
22385,JUMBO BAG SPACEBOY DESIGN,1000,7,1.3,4.13,1.979,16545,30096.57,2.83,143.00151591712986
82600,NO SINGING METAL SIGN,998,6,1.69,2.41,2.069609218436874,11412,22510.56,0.7200000000000002,34.78917631338146
22355,CHARLOTTE BAG SUKI DESIGN,991,3,0.72,1.63,0.8464581231079717,15736,12531.9,0.9099999999999999,107.50679509799245
22697,GREEN REGENCY TEACUP AND SAUCER,990,3,2.55,5.79,2.928626262626263,8745,24191.590000000004,3.24,110.63207488600855
22467,GUMBALL COAT RACK,986,5,1.18,4.96,2.4976977687626776,11852,27051.530000000002,3.7800000000000002,151.3393672875224
84378,SET OF 3 HEART COOKIE CUTTERS,982,4,1.06,2.46,1.2909368635437883,11135,14022.84,1.4,108.44837106570952
22961,JAM MAKING SET PRINTED,975,4,1.25,3.29,1.4691692307692308,16617,23416.449999999997,2.04,138.8539834129178
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,973,4,0.64,0.85,0.8437204522096607,15872,12525.56,0.20999999999999996,24.88976051843009
82580,BATHROOM METAL SIGN,965,6,0.42,1.25,0.5542694300518135,12722,6754.26,0.8300000000000001,149.74666741451193
79321,CHILLI LIGHTS,960,9,3.59,12.46,5.12896875,15735,72860.14,8.870000000000001,172.93924826506304
20713,JUMBO BAG OWLS,957,7,1.65,4.13,1.9673145245559038,19832,35822.62,2.48,126.06016826718789
22417,PACK OF 60 SPACEBOY CAKE CASES,956,3,0.42,1.25,0.5471338912133892,21049,10549.99,0.8300000000000001,151.69961381103505
22960,JAM MAKING SET WITH JARS,956,6,2.95,8.29,4.181705020920502,8702,34851.72,5.339999999999999,127.69910773918068
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,951,4,0.64,0.85,0.8391692954784437,15039,11772.289999999999,0.20999999999999996,25.024747822818117
22633,HAND WARMER UNION JACK,947,3,1.79,2.1,2.0831784582893347,9340,18807.960000000003,0.31000000000000005,14.881106261753782
20724,RED RETROSPOT CHARLOTTE BAG,942,3,0.72,1.63,0.848343949044586,15314,12158.9,0.9099999999999999,107.26781289886627
20712,JUMBO BAG WOODLAND ANIMALS,940,7,1.65,4.13,1.9853617021276595,15929,29504.5,2.48,124.91426611796983
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,938,4,0.18,0.63,0.2621321961620469,109169,24905.87,0.45,171.66910688140555
22383,LUNCH BAG SUKI DESIGN ,933,3,1.45,4.13,1.6532583065380493,9601,15384.05,2.6799999999999997,162.10413033471852
21889,WOODEN BOX OF DOMINOES,922,3,1.06,2.46,1.2626572668112799,12193,14877.12,1.4,110.87727737357945
21915,RED  HARMONICA IN BOX ,922,4,0.98,2.46,1.251702819956616,37097,41939.65,1.48,118.23892831457363
85150,LADIES & GENTLEMEN METAL SIGN,920,3,1.69,2.55,2.522869565217391,8224,19220.28,0.8599999999999999,34.08816737324648
22662,LUNCH BAG DOLLY GIRL DESIGN,909,4,1.19,4.13,1.651078107810781,9827,15489.99,2.94,178.06547043969005
22617,BAKING SET SPACEBOY DESIGN,908,4,3.62,10.79,4.980209251101321,4303,20335.11,7.169999999999999,143.96985424687583
22555,PLASTERS IN TIN STRONGMAN,902,3,1.45,3.29,1.6478270509977826,11397,18240.29,1.84,111.6622038026293
48138,DOORMAT UNION FLAG,902,10,4.58,15.79,7.669733924611974,6236,40720.3,11.209999999999999,146.15891646550352
21481,FAWN BLUE HOT WATER BOTTLE,897,5,2.55,5.79,3.1130769230769233,7832,22658.2,3.24,104.07709414381023
22993,SET OF 4 PANTRY JELLY MOULDS,893,5,1.06,2.46,1.256909294512878,11792,14180.17,1.4,111.38433028634557
22082,RIBBON REEL STRIPES DESIGN ,892,3,1.45,3.29,1.660627802690583,7119,11564.43,1.84,110.80146899978398
21485,RETROSPOT HEART HOT WATER BOTTLE,887,4,4.25,10.79,4.937316798196168,5158,24336.98,6.539999999999999,132.46061104260855
21174,POTTERING IN THE SHED METAL SIGN,885,9,1.4,2.4,1.990858757062147,9338,17977.82,1.0,50.22958039854476
15056N,EDWARDIAN PARASOL NATURAL,879,6,1.95,12.46,5.78806598407281,11027,54741.46,10.510000000000002,181.58051461266464
48194,DOORMAT HEARTS,877,11,4.0,15.79,7.6327708095781075,5894,35815.2,11.79,154.46553151059015
22561,WOODEN SCHOOL COLOURING SET,876,3,1.45,3.29,1.6494520547945204,11292,18082.32,1.84,111.55219666140688
22835,HOT WATER BOTTLE I AM SO POORLY,868,4,4.25,9.13,4.764953917050692,4827,22266.63,4.880000000000001,102.41442173318053
82583,HOT BATHS METAL SIGN,867,7,1.49,2.4,2.0754555940023067,11978,23390.22,0.9099999999999999,43.84579475608807
21914,BLUE HARMONICA IN BOX ,851,3,1.06,2.46,1.26834312573443,12159,15078.72,1.4,110.38022531870739
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,848,5,0.79,2.08,0.9762382075471698,16657,15443.210000000001,1.29,132.13988041311833
23084,RABBIT NIGHT LIGHT,842,4,1.67,4.13,2.0139429928741093,27202,51346.2,2.46,122.14844256784649
21172,PARTY METAL SIGN ,842,3,1.25,4.13,1.4595961995249407,7517,10498.57,2.88,197.31484645803837
85066,CREAM SWEETHEART MINI CHEST,838,6,7.93,24.96,12.659057279236277,2997,35889.479999999996,17.03,134.528185032649
15056BL,EDWARDIAN PARASOL BLACK,838,7,1.95,12.46,5.796563245823389,9488,46676.22,10.510000000000002,181.31433324000727
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,837,3,2.1,4.96,2.546845878136201,6505,15454.19,2.86,112.29576255682056
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,837,4,1.06,2.46,1.2943130227001194,9673,11920.3,1.4,108.16548821238024
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,835,4,3.39,7.46,3.8107185628742513,6073,22057.21,4.07,106.80400383412689
21908,CHOCOLATE THIS WAY METAL SIGN,835,6,1.48,4.13,2.107125748502994,9570,18394.640000000003,2.65,125.76373298473953
22659,LUNCH BOX I LOVE LONDON,833,4,1.65,4.13,1.9253781512605042,16046,28119.82,2.48,128.8058659217877
47590B,PINK HAPPY BIRTHDAY BUNTING,830,3,4.19,5.45,5.412819277108434,5691,28793.95,1.2599999999999998,23.278072580932367
22029,SPACEBOY BIRTHDAY CARD,829,3,0.36,0.83,0.4181785283474065,16474,6555.9800000000005,0.47,112.39218853664869
21479,WHITE SKULL HOT WATER BOTTLE ,828,3,3.39,4.25,3.8665942028985505,4930,18319.2,0.8599999999999999,22.241796135609736
22568,FELTCRAFT CUSHION OWL,818,3,3.39,7.46,3.7579828850855748,5511,19848.46,4.07,108.30278169048448
22487,WHITE WOOD GARDEN PLANT LADDER,816,3,8.5,19.96,9.747254901960783,1529,14350.66,11.46,117.57156363782666
22728,ALARM CLOCK BAKELIKE PINK,815,5,3.39,7.46,3.7765398773006136,5979,21917.48,4.07,107.770608340806
22625,RED KITCHEN SCALES,815,6,6.0,16.63,8.440711656441717,2455,19926.53,10.629999999999999,125.9372483348306
21165,BEWARE OF THE CAT METAL SIGN ,814,3,1.0,1.69,1.6644226044226043,9154,14195.14,0.69,41.45581766112604
21429,RED GINGHAM ROSE JEWELLERY BOX,811,3,1.45,1.95,1.7117755856966708,6131,10240.35,0.5,29.20943634071673
22413,METAL SIGN TAKE IT OR LEAVE IT ,793,8,1.49,5.79,2.9425851197982347,6876,19045.920000000002,4.3,146.13001238498887
20685,DOORMAT RED RETROSPOT,793,7,4.58,15.79,7.7369735182849935,4985,33132.45,11.209999999999999,144.88869547643029
22296,HEART IVORY TRELLIS LARGE,792,3,1.45,3.29,1.6508585858585858,9666,15630.58,1.84,111.45715422033224
23202,JUMBO BAG VINTAGE LEAF,782,6,1.65,4.13,2.0784015345268543,10716,20963.93,2.48,119.32246771385151
22698,PINK REGENCY TEACUP AND SAUCER,778,4,2.4,5.79,2.926002570694088,7447,20444.690000000002,3.39,115.85772459508965
22632,HAND WARMER RED RETROSPOT,776,3,1.79,2.1,2.0914690721649483,8313,16768.02,0.31000000000000005,14.822117339708441
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,774,3,0.29,1.63,0.5851421188630491,13100,6235.08,1.3399999999999999,229.00419518657537
21985,PACK OF 12 HEARTS DESIGN TISSUES ,772,9,0.2,0.83,0.3109067357512953,24938,8491.519999999999,0.6299999999999999,202.6331139071744
22150,3 STRIPEY MICE FELTCRAFT,771,4,1.33,4.13,1.9481322957198444,7104,12775.0,2.8,143.72740527692892
84692,BOX OF 24 COCKTAIL PARASOLS,769,4,0.32,0.83,0.4233289986996098,17637,7101.35,0.51,120.47367451004487
23301,GARDENERS KNEELING PAD KEEP CALM ,768,4,1.18,3.29,1.6638151041666667,7740,12493.48,2.1100000000000003,126.81697591973769
22219,LOVEBIRD HANGING DECORATION WHITE ,767,4,0.72,1.63,0.853728813559322,8515,7128.55,0.9099999999999999,106.59122493547746
22652,TRAVEL SEWING KIT,763,3,1.45,3.29,1.652778505897772,9583,15239.31,1.84,111.32768204778483
84406B,CREAM CUPID HEARTS COAT HANGER,763,5,2.75,4.15,3.3651638269986894,6934,21989.9,1.4000000000000004,41.60272937584223
23201,JUMBO BAG ALPHABET,761,6,1.65,4.13,2.0583574244415246,12540,24175.0,2.48,120.48441978792268
21976,PACK OF 60 MUSHROOM CAKE CASES,759,3,0.42,1.25,0.547114624505929,14289,7203.429999999999,0.8300000000000001,151.7049559312238
22384,LUNCH BAG PINK RETROSPOT,758,3,1.19,1.65,1.643060686015831,8756,13923.4,0.45999999999999996,27.99653134635149
20749,ASSORTED COLOUR MINI CASES,758,4,6.09,16.63,7.785910290237467,3060,21830.84,10.54,135.372738794792
21928,JUMBO BAG SCANDINAVIAN PAISLEY,753,3,1.33,1.95,1.9145152722443557,15861,27707.95,0.6199999999999999,32.38417624494495
82581,TOILET METAL SIGN,752,5,0.42,1.25,0.5515824468085107,8228,4394.62,0.8300000000000001,150.47614455507608
48187,DOORMAT NEW ENGLAND,752,8,4.58,8.25,7.723989361702128,5249,32221.33,3.67,47.51430676739365
22621,TRADITIONAL KNITTING NANCY,750,4,1.25,3.29,1.58024,8401,12833.17,2.04,129.09431478762718
22507,MEMO BOARD RETROSPOT  DESIGN,747,8,3.85,10.79,4.922744310575636,5436,23985.32,6.9399999999999995,140.978274762121
21868,POTTING SHED TEA MUG,745,5,0.8,3.29,1.2684161073825504,8934,10545.18,2.49,196.30781929585066
20974,12 PENCILS SMALL TUBE SKULL,744,3,0.25,0.65,0.6483870967741936,12961,8219.45,0.4,61.69154228855721
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,743,6,2.0,5.79,2.987658142664872,4644,13158.84,3.79,126.85520963317012
21136,PAINTED METAL PEARS ASSORTED,743,3,1.45,3.12,1.6880484522207269,10410,17169.46,1.6700000000000002,98.93080958683484
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,741,4,0.39,3.29,1.4210661268556006,8890,11689.26,2.9,204.07213606708385
22367,CHILDRENS APRON SPACEBOY DESIGN,740,3,1.65,4.13,1.9608108108108109,5523,10252.89,2.48,126.47829083390765
23355,HOT WATER BOTTLE KEEP CALM,740,3,4.15,4.95,4.867162162162162,5338,24426.3,0.7999999999999998,16.43668267762445
22273,FELTCRAFT DOLL MOLLY,737,5,1.97,5.79,2.9472184531886025,7253,19480.43,3.8200000000000003,129.61373785737305
85049E,SCANDINAVIAN REDS RIBBONS,734,3,1.06,2.46,1.2690054495912808,6112,7651.23,1.4,110.32261527725586
21314,SMALL GLASS HEART TRINKET POT,732,3,1.85,4.13,2.0860792349726776,10603,20903.86,2.28,109.29594436185748
21484,CHICK GREY HOT WATER BOTTLE,731,5,2.95,7.46,3.6162380300957597,4274,14692.92,4.51,124.71524170881452
22569,FELTCRAFT CUSHION BUTTERFLY,731,5,1.47,7.46,3.7305061559507524,5554,19586.68,5.99,160.56802346901358
22386,JUMBO BAG PINK WITH WHITE SPOTS,729,4,1.18,1.95,1.9210699588477367,13777,24472.05,0.77,40.081830255773106
22271,FELTCRAFT DOLL ROSIE,728,5,1.92,5.79,2.9451923076923077,4836,13496.660000000002,3.87,131.4005876591577
23245,SET OF 3 REGENCY CAKE TINS,727,3,4.15,10.79,4.93283356258597,5856,26625.68,6.639999999999999,134.6082310654542
23199,JUMBO BAG APPLES,726,6,1.65,4.13,2.0620523415977963,13887,26451.260000000002,2.48,120.26852810527369
22427,ENAMEL FLOWER JUG CREAM,726,3,5.45,11.63,5.913057851239669,3072,17667.58,6.180000000000001,104.51445183652935
22570,FELTCRAFT CUSHION RABBIT,725,3,3.39,7.46,3.7327724137931035,5585,19892.66,4.07,109.03423913445125
82582,AREA PATROLLED METAL SIGN,724,4,1.69,4.13,2.0967955801104976,7495,14876.000000000002,2.44,116.36804384485664
22084,PAPER CHAIN KIT EMPIRE,724,3,2.0,2.95,2.907044198895028,8482,23182.7,0.9500000000000002,32.67924169715399
21891,TRADITIONAL WOODEN SKIPPING ROPE,721,4,1.02,1.45,1.3200277392510402,11833,14745.53,0.42999999999999994,32.57507302414525
21907,I'M ON HOLIDAY METAL SIGN,721,3,1.85,4.13,2.101858529819695,5090,10504.150000000001,2.28,108.47542627883651
22907,PACK OF 20 NAPKINS PANTRY DESIGN,719,4,0.64,1.63,0.848164116828929,8190,6539.5199999999995,0.9899999999999999,116.722693209583
21936,RED RETROSPOT PICNIC BAG,717,3,2.55,5.79,2.939065550906555,6311,17519.01,3.24,110.23912001556488
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,713,3,0.29,1.63,0.5510098176718092,12297,5432.169999999999,1.3399999999999999,243.1898592409703
21094,SET/6 RED SPOTTY PAPER PLATES,712,3,0.64,0.85,0.8273314606741572,18278,13455.18,0.20999999999999996,25.382813295759345
M,Manual,709,203,0.06,10953.5,206.44055007052188,9803,152340.57,10953.44,5305.856817499377
47591D,PINK FAIRY CAKE CHILDRENS APRON,709,4,1.33,4.13,1.9549929478138222,5958,10921.26,2.8,143.2230230360222
22158,3 HEARTS HANGING DECORATION RUSTIC,708,3,2.55,5.79,2.9530508474576274,8439,23768.81,3.24,109.71704069333639
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,705,4,3.66,4.95,4.900156028368794,4313,19965.82,1.29,26.325692335748464
22087,PAPER BUNTING WHITE LACE,700,3,2.55,2.95,2.8932857142857147,7806,21495.65,0.40000000000000036,13.825112329037683
22620,4 TRADITIONAL SPINNING TOPS,697,4,1.06,2.46,1.3469296987087518,7696,9935.93,1.4,103.94009437479362
22297,HEART IVORY TRELLIS SMALL,696,3,1.06,2.46,1.2510201149425288,13182,16140.34,1.4,111.90867223300522
22560,TRADITIONAL MODELLING CLAY,690,3,1.06,2.46,1.2512173913043478,14773,17279.14,1.4,111.89102786851066
22151,PLACE SETTING WHITE HEART,686,3,0.36,1.63,0.4237172011661808,27416,11049.33,1.27,299.7282141259848
